system:index,B1,B2,B3,B4,B5,B6,B7,landuse,.geo
18_0,0.26560134,0.2730809,0.29326215,0.31869215,0.4010163,0.24399756,0.20214021,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,0.13140766,0.11073478,0.10022621,0.07989135,0.3718338,0.17014895,0.08445936,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,0.13397193,0.111578085,0.08875225,0.06459357,0.3721693,0.13828304,0.06380245,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,0.13115387,0.11037208,0.108908415,0.09878294,0.29497373,0.18529284,0.09744187,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,0.12962845,0.11018647,0.09997406,0.086859144,0.34988928,0.19549784,0.09678741,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.12623064,0.10201288,0.0928504,0.071683265,0.4154647,0.17354807,0.08417921,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,0.12516423,0.10187815,0.0894832,0.05985804,0.36676592,0.12754883,0.05110333,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,0.1324342,0.11077151,0.10609423,0.08957614,0.3792556,0.19662568,0.10132768,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,0.13439253,0.11054623,0.09058544,0.07542438,0.37651354,0.14943203,0.06403548,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,0.1309246,0.112055324,0.09330249,0.07438839,0.30990788,0.16347231,0.06633008,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,0.12963873,0.1089492,0.092874214,0.07523675,0.22214223,0.12725857,0.06647128,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.13671163,0.11173555,0.096368834,0.0717791,0.39471483,0.17164615,0.08691885,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,0.13384107,0.11158274,0.09953864,0.06549384,0.4769777,0.20116064,0.084383234,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,0.12901215,0.10644412,0.0946499,0.07565159,0.2906556,0.18943559,0.09870249,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,0.1295547,0.10569882,0.082906604,0.06356722,0.20650358,0.10944837,0.05766793,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,0.12510389,0.10063358,0.08161778,0.056046546,0.39087301,0.12877236,0.05375565,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,0.12651546,0.1015779,0.07039377,0.055004228,0.17122981,0.1310754,0.06508936,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,0.12372638,0.100743756,0.089780435,0.06636396,0.3812756,0.1902619,0.086210534,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,0.12970197,0.10797642,0.100701585,0.08555873,0.32441315,0.21294059,0.112768136,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.1276077,0.101480976,0.08026376,0.05060309,0.28525895,0.15342553,0.07147305,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,0.13126525,0.10959203,0.09925151,0.08374948,0.3549476,0.1742551,0.08863637,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,0.1329131,0.10784488,0.09216324,0.06299539,0.33314225,0.12217647,0.057529427,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,0.12535411,0.09981981,0.08410766,0.0593805,0.3655269,0.1534351,0.06946354,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,0.13249141,0.1097786,0.10015034,0.07058651,0.37631047,0.17833197,0.08383438,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,0.13137525,0.106665134,0.08559196,0.063095614,0.33397657,0.16360281,0.07749851,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,0.1274929,0.10194744,0.0881149,0.057784323,0.44282275,0.17514831,0.06737177,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.12684353,0.105127275,0.08390418,0.06588014,0.20782234,0.14270234,0.06715359,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,0.13358754,0.112368315,0.100649446,0.07923676,0.29562634,0.20528689,0.11635298,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,0.12474501,0.10119026,0.085391924,0.06286659,0.32366118,0.16638967,0.072760426,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,0.13216724,0.112764925,0.100285694,0.07820231,0.2327327,0.12117643,0.069559306,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,0.121631294,0.09899853,0.08942414,0.06622622,0.38237768,0.19790861,0.086911775,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,0.1326476,0.100387186,0.06015529,0.040670104,0.10693449,0.06280414,0.03448056,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,0.1184008,0.09200975,0.07142161,0.048138607,0.36462528,0.1908956,0.071400955,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,0.13590951,0.11214931,0.08797111,0.0778428,0.16113302,0.14236796,0.09298907,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,0.11994321,0.09624954,0.07181465,0.050276168,0.18381499,0.13077681,0.060879648,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,0.121106684,0.09722282,0.08207086,0.052138366,0.3767277,0.17525622,0.0708386,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,0.12564117,0.100357816,0.08466997,0.058536686,0.315508,0.1759465,0.07674272,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,0.120475054,0.09652689,0.073561095,0.04631346,0.21725293,0.10396442,0.044587027,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,0.13061327,0.10194786,0.0664898,0.044420548,0.18576577,0.09180627,0.042473614,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,0.12173104,0.09591576,0.08279984,0.05133591,0.40868226,0.19588143,0.0800625,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,0.122193865,0.0964053,0.06708803,0.045422323,0.17601512,0.09781199,0.042813487,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,0.122152,0.09387569,0.063085325,0.040221952,0.12750456,0.058773287,0.027111012,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,0.12046142,0.09554054,0.07569426,0.058323976,0.28852287,0.20249258,0.092037745,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,0.12817393,0.10518434,0.090336114,0.06844342,0.41733664,0.19437115,0.08865468,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,0.124025434,0.09507652,0.07003268,0.0467126,0.16753864,0.08208445,0.037944324,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,0.14163898,0.1136738,0.07856623,0.0720282,0.20763205,0.15055075,0.06939719,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,0.11308735,0.08638015,0.062463176,0.036943328,0.12238745,0.05618041,0.026523517,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,0.1371828,0.10858047,0.084525555,0.063415594,0.2819266,0.123431906,0.06152107,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,0.1179951,0.092817314,0.071888104,0.049716257,0.30213737,0.15621662,0.06918138,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,0.12396975,0.09909076,0.07517229,0.05203955,0.28535426,0.126634,0.053834036,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,0.11909584,0.095677465,0.07834498,0.05803059,0.27441376,0.17993122,0.08363633,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,0.120377004,0.09459704,0.074852474,0.04822868,0.25610423,0.122831635,0.054851435,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,0.1280577,0.10502577,0.092727914,0.08778242,0.3611523,0.15256208,0.060011506,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,0.1241264,0.101880245,0.08842343,0.06252693,0.32053953,0.1775726,0.079727314,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,0.12147588,0.098523155,0.080142945,0.056745134,0.3483393,0.16826436,0.07499321,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,0.13130999,0.10143222,0.0668908,0.045790456,0.2688406,0.11926178,0.049159426,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,0.12827885,0.107334346,0.09852502,0.08778976,0.30527973,0.23630297,0.1386779,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,0.12897292,0.10423073,0.093640454,0.063261114,0.29415512,0.18811092,0.0802007,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,0.13705754,0.119813845,0.110241935,0.103880785,0.2636396,0.23644142,0.15299019,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,0.1336522,0.11609526,0.10961466,0.10887539,0.3434683,0.27739963,0.16492605,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,0.12534884,0.10479252,0.09226464,0.076241836,0.25670022,0.20207989,0.10143103,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,0.118010454,0.09393744,0.07928389,0.051943887,0.285726,0.1569733,0.06396113,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,0.12068142,0.09628527,0.08014168,0.057647876,0.31427175,0.17755675,0.078706175,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,0.12715843,0.10490136,0.09537488,0.07226892,0.3422274,0.17509696,0.084837094,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,0.13068415,0.11561555,0.09696994,0.09728752,0.27841923,0.24665934,0.15138319,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,0.13557659,0.11683245,0.10262171,0.08689204,0.24532686,0.1908063,0.120766655,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,0.11678755,0.09252432,0.08156617,0.05747648,0.32397163,0.1336374,0.075719655,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,0.124389865,0.100106135,0.07231545,0.047227535,0.21567349,0.10477114,0.049876478,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,0.12954144,0.103380844,0.07478897,0.049930286,0.20075491,0.11511657,0.05775641,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,0.12343155,0.10416166,0.09211122,0.06472037,0.39311472,0.19093516,0.089785375,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,0.12425946,0.10337752,0.0939114,0.07039665,0.35420722,0.20477535,0.10346442,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,0.12468042,0.10641398,0.10448042,0.08131447,0.32402626,0.23025274,0.112624116,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,0.120094605,0.096510865,0.08010459,0.05652612,0.35068813,0.16717479,0.07441581,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,0.12580188,0.10349452,0.0991967,0.076160364,0.35695696,0.22162639,0.11037634,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,0.12785116,0.10252515,0.07858909,0.052348666,0.23444784,0.100713715,0.04496234,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,0.13266017,0.10974908,0.093661405,0.07911065,0.2960959,0.19478677,0.10021476,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,0.12600899,0.10334819,0.087696046,0.06543707,0.2792582,0.16062555,0.073806286,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,0.13071696,0.10726408,0.09532986,0.06151416,0.46775422,0.17246112,0.07794026,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,0.13673855,0.11406973,0.10884039,0.092251614,0.3412003,0.1412038,0.07743002,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,0.12172526,0.09863999,0.09016821,0.062369227,0.36929685,0.20842284,0.092163645,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,0.13152282,0.110453844,0.10133461,0.08297458,0.2860231,0.19628844,0.11964574,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,0.12594375,0.101821885,0.08223895,0.056362342,0.35661808,0.15041657,0.0635812,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,0.13271022,0.10939085,0.09142466,0.081138134,0.28377685,0.18829817,0.10565095,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,0.12921245,0.10757604,0.09141457,0.06696083,0.32641202,0.1461462,0.06820199,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,0.12891942,0.10572757,0.095232554,0.066426724,0.3812606,0.1776757,0.076630145,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,0.12853499,0.10521161,0.092877135,0.06984801,0.37769088,0.16008165,0.07792102,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,0.13200594,0.11188152,0.09755778,0.074799344,0.3201657,0.21566123,0.11502528,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,0.13375208,0.11117259,0.09615815,0.07671162,0.3398627,0.20944023,0.10421938,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,0.15985997,0.14587115,0.13740271,0.15945797,0.24204558,0.26647794,0.2168539,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,0.13530812,0.11608295,0.10450733,0.09644749,0.35725194,0.18085462,0.09036811,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,0.13138974,0.11131132,0.09077591,0.0762897,0.21322998,0.13934463,0.08349434,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,0.1284579,0.10442369,0.09491323,0.06730434,0.3585546,0.17380472,0.078912824,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,0.13157494,0.110497735,0.09807843,0.0821435,0.27354336,0.1986837,0.11174449,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,0.13392304,0.113729455,0.11531854,0.11075938,0.27340207,0.17967735,0.10865959,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,0.12654623,0.10627748,0.093705244,0.08869688,0.34360534,0.18354982,0.09536529,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,0.13436374,0.113686845,0.09869138,0.08295326,0.2674086,0.16521627,0.09076144,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,0.12925792,0.10920375,0.09640469,0.07149033,0.35687608,0.17775935,0.0857802,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,0.13406205,0.10952655,0.09801814,0.06931985,0.39566636,0.17270789,0.08106725,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,0.12490683,0.10234334,0.08676933,0.06904192,0.26448178,0.1710433,0.08803083,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,0.12573661,0.10283643,0.09349266,0.07421786,0.33671954,0.21186638,0.106330186,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,0.13489161,0.118321225,0.11675364,0.11907389,0.31264448,0.21602759,0.13239032,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,0.13060999,0.1069456,0.09574178,0.0661358,0.38794565,0.1845598,0.08021447,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,0.12866187,0.10650482,0.09370214,0.06039235,0.37745893,0.13820848,0.061359502,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,0.12611094,0.10124836,0.082932465,0.06322947,0.31124014,0.1425883,0.06538047,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,0.123770855,0.09971453,0.081391566,0.05183975,0.31307665,0.13706073,0.061732367,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,0.13541612,0.11192713,0.09169691,0.07855603,0.2813899,0.1769922,0.09861986,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,0.1648722,0.15007809,0.14256191,0.14336821,0.27795058,0.25510448,0.18024945,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,0.13791114,0.116311766,0.104489416,0.102265954,0.28536737,0.21157533,0.14034322,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,0.24226522,0.24035068,0.24780953,0.26349318,0.33604604,0.3213452,0.2858149,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,0.13810864,0.11601391,0.10516001,0.09662318,0.2725556,0.20628537,0.12741128,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,0.1825076,0.16425666,0.14955842,0.150246,0.19892085,0.17631277,0.13621074,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,0.13118774,0.10958934,0.09718375,0.0847082,0.2227436,0.1482416,0.09557702,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,0.13163617,0.107530646,0.08560605,0.06970147,0.33075443,0.19070429,0.105708405,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,0.13528192,0.11139032,0.099517405,0.08763287,0.26259518,0.17320734,0.10336562,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,0.15081431,0.12281108,0.106752455,0.11650283,0.27172497,0.23494945,0.16628928,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,0.13539596,0.113941304,0.10096736,0.08138895,0.28390804,0.2036373,0.117882304,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,0.13103727,0.109304264,0.10183598,0.07509991,0.40406543,0.20398937,0.100393414,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,0.13389327,0.11344998,0.1080241,0.1023834,0.2894052,0.23821445,0.1494573,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,0.17162634,0.15742421,0.14721425,0.14060795,0.24567533,0.19980185,0.14615831,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,0.14568585,0.1263722,0.11733379,0.10442606,0.30781642,0.22692038,0.1383265,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,0.12654623,0.10627748,0.093705244,0.08869688,0.34360534,0.18354982,0.09536529,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,0.13687834,0.115593895,0.10180501,0.08530303,0.35909814,0.18900076,0.099784136,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,0.13225716,0.11218927,0.10294033,0.08663436,0.31553984,0.18738125,0.102777004,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,0.13326688,0.11366949,0.101325795,0.076853536,0.28431556,0.15838248,0.079109825,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,0.1281623,0.10820105,0.092031315,0.077856615,0.35831457,0.16295663,0.070968725,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,0.13271022,0.10939085,0.09142466,0.081138134,0.28377685,0.18829817,0.10565095,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,0.13266017,0.10974908,0.093661405,0.07911065,0.2960959,0.19478677,0.10021476,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,0.12973964,0.10669519,0.09454282,0.06840137,0.35139418,0.19838314,0.09171797,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,0.13089465,0.10787703,0.0841382,0.065675065,0.30418545,0.1405296,0.06458446,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,0.13189253,0.10971214,0.09981467,0.06474565,0.5408089,0.20204099,0.08606019,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,0.1353631,0.11444776,0.10712779,0.10053997,0.3655565,0.230714,0.12643741,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,0.13245526,0.109024316,0.10073957,0.08050173,0.31620592,0.18950349,0.09149352,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,0.12926765,0.10339345,0.0815054,0.059849706,0.3562959,0.13231695,0.05104239,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,0.13116118,0.10972992,0.09527774,0.08208474,0.26987523,0.17467882,0.090030015,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,0.12678558,0.10274528,0.08878147,0.060563598,0.3769967,0.14534077,0.065751426,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
153_0,0.13804686,0.115254164,0.10125387,0.09499593,0.22910133,0.20106709,0.12666915,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,0.12727806,0.10433148,0.092893496,0.072678454,0.36578828,0.16503298,0.08981943,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,0.12514028,0.100652054,0.081042305,0.059249207,0.30160522,0.14194287,0.06398664,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,0.13038328,0.10866524,0.10255636,0.083499596,0.3193581,0.19032867,0.09599064,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,0.12498449,0.10203014,0.08853263,0.0656955,0.3693353,0.15734097,0.063418835,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,0.1229911,0.09828755,0.07822898,0.05109243,0.42710236,0.14173962,0.054608442,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
159_0,0.15751228,0.14092545,0.14645752,0.15081799,0.35654646,0.33209592,0.24764219,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,0.13352495,0.11247343,0.10546915,0.09376076,0.27031273,0.21033049,0.13337398,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,0.13207245,0.10974947,0.085467756,0.06927534,0.30955923,0.16338086,0.08754991,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,0.13109203,0.11070739,0.09659989,0.07551716,0.34434992,0.16239533,0.083806366,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
163_0,0.13122673,0.108538635,0.101715565,0.081588596,0.34215146,0.18099588,0.08995982,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,0.13316998,0.10896258,0.10463856,0.079255566,0.3997817,0.20442839,0.09797753,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,0.1290026,0.10709214,0.09901281,0.08273913,0.31987268,0.16765428,0.0782496,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
166_0,0.13122673,0.10973183,0.09891008,0.07392385,0.4196938,0.21256705,0.103742965,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,0.12365511,0.09967218,0.09412383,0.057573702,0.51789707,0.19106144,0.07990765,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,0.12998815,0.10911089,0.092681915,0.08502975,0.3475683,0.17789237,0.089001626,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,0.13266267,0.107485965,0.0960808,0.07636641,0.34323317,0.14521018,0.073315986,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0,0.12475525,0.099630564,0.084626324,0.05634213,0.38473585,0.14083779,0.055954717,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0,0.13262846,0.11015133,0.08594012,0.071945086,0.28019503,0.13537256,0.069940425,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,0.13392304,0.113729455,0.11531854,0.11075938,0.27340207,0.17967735,0.10865959,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,0.12891942,0.10572757,0.095232554,0.066426724,0.3812606,0.1776757,0.076630145,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,0.12652245,0.10079938,0.07867092,0.054712858,0.2998777,0.14967948,0.07082849,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,0.13322191,0.11028307,0.08997895,0.07275221,0.23775893,0.11794139,0.067288086,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,0.12526844,0.09919167,0.080763884,0.05072599,0.3603248,0.1364996,0.050584357,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,0.13176195,0.10841504,0.092744015,0.06944595,0.30727285,0.17669494,0.08790092,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,0.1274929,0.10194744,0.0881149,0.057784323,0.44282275,0.17514831,0.06737177,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,0.13519815,0.11232535,0.09793267,0.07578794,0.38979873,0.16949904,0.078657,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,0.1252422,0.102013946,0.09841967,0.07682298,0.39691454,0.25283393,0.12774983,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,0.13178764,0.10873254,0.097594574,0.07447108,0.3239373,0.19648096,0.106533,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,0.12962028,0.10758935,0.090063,0.0697756,0.29004088,0.17846917,0.08980109,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,0.13523918,0.10711916,0.09353771,0.072606,0.1717788,0.109762214,0.065894604,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
184_0,0.13317354,0.114395194,0.11021375,0.097060956,0.31970188,0.21608888,0.1280284,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
