"","var","code","label","whereClause"
"54","lc1","'C32'","'Pine dominated mixed woodland'",NA
"55","lc1","'C33'","'Other mixed woodland'",NA
"56","lc1","'D10'","'Shrubland with sparse tree cover'",NA
"57","lc1","'D20'","'Shrubland without tree cover'",NA
"58","lc1","'E10'","'Grassland with sparse tree/shrub cover'",NA
"59","lc1","'E20'","'Grassland without tree/shrub cover'",NA
"60","lc1","'E30'","'Spontaneously vegetated surfaces'",NA
"61","lc1","'F10'","'Rocks and stones'",NA
"62","lc1","'F20'","'Sand'",NA
"63","lc1","'F30'","'Lichens and moss'",NA
"64","lc1","'F40'","'Other bare soil'",NA
"65","lc1","'G11'","'Inland fresh water bodies'",NA
"66","lc1","'G12'","'Inland salty water bodies'",NA
"67","lc1","'G21'","'Inland fresh running water'",NA
"68","lc1","'G22'","'Inland salty running water'",NA
"69","lc1","'G30'","'Transitional water bodies'",NA
"70","lc1","'G50'","'Glaciers, permanent snow'",NA
"71","lc1","'H11'","'Inland marshes'",NA
"72","lc1","'H12'","'Peatbogs'",NA
"73","lc1","'H21'","'Salt marshes'",NA
"74","lc1","'H22'","'Salines and other chemical deposits'",NA
"75","lc1","'H23'","'Intertidal flats'",NA
"76","lc1","'8'","'Not relevant'",NA
"77","lc2","'A11'","'Buildings with 1 to 3 floors'",NA
"78","lc2","'A12'","'Buildings with more than 3 floors'",NA
"79","lc2","'A13'","'Greenhouses'",NA
"80","lc2","'A21'","'Non built-up area features'",NA
"81","lc2","'A22'","'Non built-up linear features'",NA
"82","lc2","'A30'","'Other artificial areas'",NA
"83","lc2","'B11'","'Common wheat'",NA
"84","lc2","'B12'","'Durum wheat'",NA
"85","lc2","'B13'","'Barley'",NA
"86","lc2","'B14'","'Rye'",NA
"87","lc2","'B15'","'Oats'",NA
"88","lc2","'B16'","'Maize'",NA
"89","lc2","'B17'","'Rice'",NA
"90","lc2","'B18'","'Triticale'",NA
"91","lc2","'B19'","'Other cereals'",NA
"92","lc2","'B21'","'Potatoes'",NA
"93","lc2","'B22'","'Sugar beet'",NA
"94","lc2","'B23'","'Other root crops'",NA
"95","lc2","'B31'","'Sunflower'",NA
"96","lc2","'B32'","'Rape and turnip rape'",NA
"97","lc2","'B33'","'Soya'",NA
"98","lc2","'B34'","'Cotton'",NA
"99","lc2","'B35'","'Other fibre and oleaginous crops'",NA
"100","lc2","'B36'","'Tobacco'",NA
"101","lc2","'B37'","'Other non-permanent industrial crops'",NA
"102","lc2","'B41'","'Dry pulses'",NA
"103","lc2","'B42'","'Tomatoes'",NA
"104","lc2","'B43'","'Other fresh vegetables'",NA
"105","lc2","'B44'","'Floriculture and ornamental plants'",NA
"106","lc2","'B45'","'Strawberries'",NA
"107","lc2","'B51'","'Clovers'",NA
"108","lc2","'B52'","'Lucerne'",NA
"109","lc2","'B53'","'Other leguminous and mixtures for fodder'",NA
"110","lc2","'B54'","'Mixed cereals for fodder'",NA
"111","lc2","'B55'","'Temporary grasslands'",NA
"112","lc2","'B71'","'Apple fruit'",NA
"113","lc2","'B72'","'Pear fruit'",NA
"114","lc2","'B73'","'Cherry fruit'",NA
"115","lc2","'B74'","'Nuts trees'",NA
"116","lc2","'B75'","'Other fruit trees and berries'",NA
"117","lc2","'B76'","'Oranges'",NA
"118","lc2","'B77'","'Other citrus fruit'",NA
"119","lc2","'B81'","'Olive groves'",NA
"120","lc2","'B82'","'Vineyards'",NA
"121","lc2","'B83'","'Nurseries'",NA
"122","lc2","'B84'","'Permanent industrial crops'",NA
"123","lc2","'BX1'","'Arable land (only PI)'",NA
"124","lc2","'BX2'","'Permanent crops (only PI)'",NA
"125","lc2","'C10'","'Broadleaved woodland'",NA
"126","lc2","'C21'","'Spruce dominated coniferous woodland'",NA
"127","lc2","'C22'","'Pine dominated coniferous woodland'",NA
"128","lc2","'C23'","'Other coniferous woodland'",NA
"129","lc2","'C31'","'Spruce dominated mixed woodland'",NA
"130","lc2","'C32'","'Pine dominated mixed woodland'",NA
"131","lc2","'C33'","'Other mixed woodland'",NA
"132","lc2","'D10'","'Shrubland with sparse tree cover'",NA
"133","lc2","'D20'","'Shrubland without tree cover'",NA
"134","lc2","'E10'","'Grassland with sparse tree/shrub cover'",NA
"135","lc2","'E20'","'Grassland without tree/shrub cover'",NA
"136","lc2","'E30'","'Spontaneously vegetated surfaces'",NA
"137","lc2","'F10'","'Rocks and stones'",NA
"138","lc2","'F20'","'Sand'",NA
"139","lc2","'F30'","'Lichens and moss'",NA
"140","lc2","'F40'","'Other bare soil'",NA
"141","lc2","'G11'","'Inland fresh water bodies'",NA
"142","lc2","'G12'","'Inland salty water bodies'",NA
"143","lc2","'G21'","'Inland fresh running water'",NA
"144","lc2","'G22'","'Inland salty running water'",NA
"145","lc2","'G30'","'Transitional water bodies'",NA
"146","lc2","'G50'","'Glaciers, permanent snow'",NA
"147","lc2","'H11'","'Inland marshes'",NA
"148","lc2","'H12'","'Peatbogs'",NA
"149","lc2","'H21'","'Salt marshes'",NA
"150","lc2","'H22'","'Salines and other chemical deposits'",NA
"151","lc2","'H23'","'Intertidal flats'",NA
"152","lc2","'8'","'Not relevant'",NA
"153","lc1_spec","'B19A'","'Sorghum (Sorghum bicolor)'",NA
"154","lc1_spec","'B19B'","'Buckwheat (Fagopyrum esculentum Mill.)'",NA
"155","lc1_spec","'B19C'","'Common, golden or proso millet (Panicum miliaceum L.)'",NA
"156","lc1_spec","'B19D'","'Canary grass (Phalaris canariensis L.)'",NA
"157","lc1_spec","'B19F'","'Quinoa (Chenopodium quinoa)'",NA
"158","lc1_spec","'B19G'","'Fonio (Digitaria spp.)'",NA
"159","lc1_spec","'B19H'","'Other cereals not specified elsewhere'",NA
"160","lc1_spec","'B23A'","'Fodder beet (roots of Beta vulgaris)'",NA
"161","lc1_spec","'B23B'","'Fodder kale (Brassica oleracea L.)'",NA
"162","lc1_spec","'B23C'","'Swedes (Brassica napus L. var. napobrassica (L.) Robb.)'",NA
"163","lc1_spec","'B23D'","'Carrots (roots of Daucus carota L.)'",NA
"164","lc1_spec","'B23E'","'Turnips (roots of Brassica rapa L.)'",NA
"165","lc1_spec","'B23F'","'Jerusalem artichoke (Helianthus tuberosus L.)'",NA
"166","lc1_spec","'B23G'","'Sweet potatoes (Ipomoea batatas (L.) Lam.)'",NA
"167","lc1_spec","'B23H'","'Fodder parsnips (Pastinaca sativa L.)'",NA
"168","lc1_spec","'B23I'","'Yam (Discorea sp.)'",NA
"169","lc1_spec","'B23J'","'Manioc, Cassava (Manihot esculenta Crantz, syn. M. utilissima)'",NA
"170","lc1_spec","'B23K'","'Horseradish (Cochlearia armoracia)'",NA
"171","lc1_spec","'B23L'","'Tuberous chervil (Chaerophyllum bulbosum)'",NA
"172","lc1_spec","'B23M'","'Other tropical tubers'",NA
"173","lc1_spec","'B23N'","'Other root or tuber crops not specified elsewhere'",NA
"174","lc1_spec","'B35A'","'Flax (Linum usitatissimum straw)'",NA
"175","lc1_spec","'B35B'","'Hemp (Cannabis sativa straw)'",NA
"176","lc1_spec","'B35C'","'Poppy seeds (Papaver somniferum L.)'",NA
"177","lc1_spec","'B35D'","'Mustard seeds (Sinapis alba L., Sinapis nigra)'",NA
"178","lc1_spec","'B35E'","'Safflower (Carthamus tinctorius L.)'",NA
"179","lc1_spec","'B35F'","'Earth almond (Cyperus esculentus L.)'",NA
"180","lc1_spec","'B35G'","'Sesame (Sesamum indicum)'",NA
"181","lc1_spec","'B35H'","'Jute (Corchorus spp.)'",NA
"182","lc1_spec","'B35I'","'Ramie (Boehmeria nivea)'",NA
"183","lc1_spec","'B35J'","'Sisal (Agave sisalana)'",NA
"184","lc1_spec","'B35K'","'Kenaf (Hibiscus cannabinus)'",NA
"185","lc1_spec","'B35L'","'Bird rape (Brassica rapa var. silvestris)'",NA
"186","lc1_spec","'B35M'","'Castor beans (Ricinus communis)'",NA
"187","lc1_spec","'B35N'","'Other fibre and oleaginous crops not elsewhere specified'",NA
"188","lc1_spec","'B37A'","'Chicory roots (Cichorium intybus var. sativum)'",NA
"189","lc1_spec","'B37B'","'Hops (Humulus lupulus)'",NA
"190","lc1_spec","'B37C'","'Medicinal plants (see C3)'",NA
"191","lc1_spec","'B37D'","'Spices and aromatic plants (see C3)'",NA
"192","lc1_spec","'B37E'","'Sugar cane (Saccharum officinarum)'",NA
"193","lc1_spec","'B37F'","'Other non permanent industrial crops not specified elsewhere'",NA
"194","lc1_spec","'B43A'","'Brassicas'",NA
"195","lc1_spec","'B43B'","'Leaf and stalked vegetables other than brassicas (see C3)'",NA
"196","lc1_spec","'B43C'","'Leguminous vegetables, incl. production for tins'",NA
"197","lc1_spec","'B43D'","'roots-bulbs-tubers'",NA
"198","lc1_spec","'B43E'","'Vegetables cultivated for fruit other than tomatoes'",NA
"199","lc1_spec","'B43F'","'Cultivated mushrooms'",NA
"200","lc1_spec","'B43G'","'Wild products (e.g.truffle, water chesnut)'",NA
"201","lc1_spec","'B43H'","'Other fresh vegetables not specified elsewhere'",NA
"202","lc1_spec","'B53A'","'Sainfoin (Onobrychis viciifolia Scop.)'",NA
"203","lc1_spec","'B53B'","'Sweet clover or Trefoil (Lotus corniculatus L.)'",NA
"204","lc1_spec","'B53C'","'Chickling vetch (Lathyrus sativus)'",NA
"205","lc1_spec","'B53D'","'Black medick (Medicago lupulina L.)'",NA
"206","lc1_spec","'B53E'","'Melilot (Melilotus alba Lam.)'",NA
"207","lc1_spec","'B53F'","'Serradella (Ornithopus sativus)'",NA
"208","lc1_spec","'B53G'","'Fenugreek (Trigonella foenum-graecum)'",NA
"209","lc1_spec","'B53H'","'Sulla (Hedysarium coronarium)'",NA
"210","lc1_spec","'B53I'","'Sweet lupins (Lupinus albus, Lupinus angustifolius, Lupinus luteus)'",NA
"211","lc1_spec","'B53J'","'California bluebell (Phacelia tanacetifolia)'",NA
"212","lc1_spec","'B53K'","'Other leguminous and mixtures for foddernot specified elsewhere'",NA
"213","lc1_spec","'B75A'","'Apricot (Prunus armeniaca)'",NA
"214","lc1_spec","'B75B'","'Cornel (Cornus mas)'",NA
"215","lc1_spec","'B75C'","'Figs (Ficus carica)'",NA
"216","lc1_spec","'B75D'","'Juneberry (Amelanchier vulgaris)'",NA
"217","lc1_spec","'B75E'","'Kiwi (Actinidia chinensis)'",NA
"218","lc1_spec","'B75F'","'Loquat (Eriobotrya japonica)'",NA
"219","lc1_spec","'B75G'","'Medlar (Mespilus germanica)'",NA
"220","lc1_spec","'B75H'","'Mirabellas (Prunus insititia var. syriaca)'",NA
"221","lc1_spec","'B75I'","'Peach, nectarine and platerine (Prunus persica; Amygdalus persica;Persica laevis)'",NA
"222","lc1_spec","'B75J'","'Persimons (Diospyros kaki)'",NA
"223","lc1_spec","'B75K'","'Plums (Prunus domestica)'",NA
"224","lc1_spec","'B75L'","'Pomegranates (Punica granatum)'",NA
"225","lc1_spec","'B75M'","'Oleaster (Eleagnus sp.)'",NA
"226","lc1_spec","'B75N'","'Quinces (Cydonia oblonga)'",NA
"227","lc1_spec","'B75O'","'Sloes (Prunus spinosa)'",NA
"228","lc1_spec","'B75P'","'Small fruits and berries (see C3)'",NA
"229","lc1_spec","'B75Q'","'Tropical fruits (see C3)'",NA
"230","lc1_spec","'B75R'","'Other fruit trees and berries not specified elsewhere'",NA
"231","lc1_spec","'B77A'","'Bergamot (Citrus bergamia)'",NA
"232","lc1_spec","'B77B'","'Citron (Citrus. medica var. cedrata)'",NA
"233","lc1_spec","'B77C'","'Grapefruit and pomelo (Citrus maxima, C. grandis, C. paradisea)'",NA
"234","lc1_spec","'B77D'","'Lemons (Citrus limon)'",NA
"235","lc1_spec","'B77E'","'Limes (Citrus aurantifolia, Citrus limetta)'",NA
"236","lc1_spec","'B77F'","'Satsumas (Citrus unshiu)'",NA
"237","lc1_spec","'B77G'","'Mandarines (Citrus deliciosa, C. nobilis)'",NA
"238","lc1_spec","'B77H'","'Clementines (C. clementina)'",NA
"239","lc1_spec","'B77I'","'Kumquats (Fortunella spp.)'",NA
"240","lc1_spec","'B77J'","'Citrus orchards'",NA
"241","lc1_spec","'B77K'","'Other citrus fruit not specified elsewhere'",NA
"242","lc1_spec","'B83A'","'Horticultural nurseries'",NA
"243","lc1_spec","'B83B'","'Vine and root-stock nurseries'",NA
"244","lc1_spec","'B83C'","'Fruit trees nurseries'",NA
"245","lc1_spec","'B83D'","'Ornamental plants nurseries'",NA
"246","lc1_spec","'B83E'","'Trees and bushes nurseries'",NA
"247","lc1_spec","'B83F'","'Forest tree nurseries'",NA
"248","lc1_spec","'B83G'","'Other, non-specialized nurseries'",NA
"249","lc1_spec","'B84A'","'Reeds (when cultivated and not natural)'",NA
"250","lc1_spec","'B84B'","'Other plants for plaiting (osier, rushes, rattans)'",NA
"251","lc1_spec","'B84C'","'Coffee'",NA
"252","lc1_spec","'B84D'","'Tea'",NA
"253","lc1_spec","'B84E'","'Other industrial plants for beverages (cocoa, mate)'",NA
"254","lc1_spec","'B84F'","'Industrial plants for oil (coconut, palm)'",NA
"255","lc1_spec","'B84G'","'Permanent aromatic plants (see doc. C3)'",NA
"256","lc1_spec","'B84H'","'Permanent textile plants (abaca, agave, kapok, etc.)'",NA
"257","lc1_spec","'B84I'","'Plants for rubber and tanin (see doc. C3)'",NA
"258","lc1_spec","'B84J'","'Rose trees cultivated for rose-oil production (not as ornamental plants)'",NA
"259","lc1_spec","'B84K'","'Other permanent industrial crops (see doc. C3)'",NA
"260","lc1_spec","'B84L'","'Miscanthus'",NA
"261","lc1_spec","'B84M'","'Willow'",NA
"262","lc1_spec","'C101'","'Broadleaved woodland - Boreal forest'",NA
"263","lc1_spec","'C102'","'Broadleaved woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"264","lc1_spec","'C103'","'Broadleaved woodland - Alpine coniferous forest'",NA
"265","lc1_spec","'C104'","'Broadleaved woodland - Acidophilous oak and oak-birch forest'",NA
"266","lc1_spec","'C105'","'Broadleaved woodland - Mesophytic deciduous forest'",NA
"267","lc1_spec","'C106'","'Broadleaved woodland - Beech forest'",NA
"268","lc1_spec","'C107'","'Broadleaved woodland - Mountainous beech forest'",NA
"269","lc1_spec","'C108'","'Broadleaved woodland - Thermophilous deciduous forest'",NA
"270","lc1_spec","'C109'","'Broadleaved woodland - Broadleaved evergreen forest'",NA
"271","lc1_spec","'C10A'","'Broadleaved woodland - Coniferous forest of the Mediterranean region'",NA
"272","lc1_spec","'C10B'","'Broadleaved woodland - Mire and swamp forests'",NA
"273","lc1_spec","'C10C'","'Broadleaved woodland - Floodplain forest'",NA
"274","lc1_spec","'C10D'","'Broadleaved woodland - Non-riverine alder, birch or aspen forest'",NA
"275","lc1_spec","'C10E'","'Broadleaved woodland - Exotic forest'",NA
"276","lc1_spec","'C10Z'","'Broadleaved woodland - Unknown'",NA
"277","lc1_spec","'C211'","'Spruce dominated coniferous woodland - Boreal forest'",NA
"278","lc1_spec","'C212'","'Spruce dominated coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"279","lc1_spec","'C213'","'Spruce dominated coniferous woodland - Alpine coniferous forest'",NA
"280","lc1_spec","'C214'","'Spruce dominated coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"281","lc1_spec","'C215'","'Spruce dominated coniferous woodland - Mesophytic deciduous forest'",NA
"282","lc1_spec","'C216'","'Spruce dominated coniferous woodland - Beech forest'",NA
"283","lc1_spec","'C217'","'Spruce dominated coniferous woodland - Mountainous beech forest'",NA
"284","lc1_spec","'C218'","'Spruce dominated coniferous woodland - Thermophilous deciduous forest'",NA
"285","lc1_spec","'C219'","'Spruce dominated coniferous woodland - Broadleaved evergreen forest'",NA
"286","lc1_spec","'C21A'","'Spruce dominated coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"287","lc1_spec","'C21B'","'Spruce dominated coniferous woodland - Mire and swamp forests'",NA
"288","lc1_spec","'C21E'","'Spruce dominated coniferous woodland - Exotic forest'",NA
"289","lc1_spec","'C221'","'Pine dominated coniferous woodland - Boreal forest'",NA
"290","lc1_spec","'C222'","'Pine dominated coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"291","lc1_spec","'C223'","'Pine dominated coniferous woodland - Alpine coniferous forest'",NA
"292","lc1_spec","'C224'","'Pine dominated coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"293","lc1_spec","'C225'","'Pine dominated coniferous woodland - Mesophytic deciduous forest'",NA
"294","lc1_spec","'C226'","'Pine dominated coniferous woodland - Beech forest'",NA
"295","lc1_spec","'C227'","'Pine dominated coniferous woodland - Mountainous beech forest'",NA
"296","lc1_spec","'C228'","'Pine dominated coniferous woodland - Thermophilous deciduous forest'",NA
"297","lc1_spec","'C229'","'Pine dominated coniferous woodland - Broadleaved evergreen forest'",NA
"298","lc1_spec","'C22A'","'Pine dominated coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"299","lc1_spec","'C22B'","'Pine dominated coniferous woodland - Mire and swamp forests'",NA
"300","lc1_spec","'C22C'","'Pine dominated coniferous woodland - Floodplain forest'",NA
"301","lc1_spec","'C22D'","'Pine dominated coniferous woodland - Non-riverine alder, birch or aspen forest'",NA
"302","lc1_spec","'C22E'","'Pine dominated coniferous woodland - Exotic forest'",NA
"303","lc1_spec","'C231'","'Other coniferous woodland - Boreal forest'",NA
"304","lc1_spec","'C232'","'Other coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"305","lc1_spec","'C233'","'Other coniferous woodland - Alpine coniferous forest'",NA
"306","lc1_spec","'C234'","'Other coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"307","lc1_spec","'C235'","'Other coniferous woodland - Mesophytic deciduous forest'",NA
"308","lc1_spec","'C237'","'Other coniferous woodland - Mountainous beech forest'",NA
"309","lc1_spec","'C238'","'Other coniferous woodland - Thermophilous deciduous forest'",NA
"310","lc1_spec","'C23A'","'Other coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"311","lc1_spec","'C23B'","'Other coniferous woodland - Mire and swamp forests'",NA
"312","lc1_spec","'C23C'","'Other coniferous woodland - Floodplain forest'",NA
"313","lc1_spec","'C23E'","'Other coniferous woodland - Exotic forest'",NA
"314","lc1_spec","'C311'","'Spruce dominated mixed woodland - Boreal forest'",NA
"315","lc1_spec","'C312'","'Spruce dominated mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"316","lc1_spec","'C313'","'Spruce dominated mixed woodland - Alpine coniferous forest'",NA
"317","lc1_spec","'C314'","'Spruce dominated mixed woodland - Acidophilous oak and oak-birch forest'",NA
"318","lc1_spec","'C315'","'Spruce dominated mixed woodland - Mesophytic deciduous forest'",NA
"319","lc1_spec","'C316'","'Spruce dominated mixed woodland - Beech forest'",NA
"320","lc1_spec","'C317'","'Spruce dominated mixed woodland - Mountainous beech forest'",NA
"321","lc1_spec","'C318'","'Spruce dominated mixed woodland - Thermophilous deciduous forest'",NA
"322","lc1_spec","'C319'","'Spruce dominated mixed woodland - Broadleaved evergreen forest'",NA
"323","lc1_spec","'C31A'","'Spruce dominated mixed woodland - Coniferous forest of the Mediterranean region'",NA
"324","lc1_spec","'C31B'","'Spruce dominated mixed woodland - Mire and swamp forests'",NA
"325","lc1_spec","'C31C'","'Spruce dominated mixed woodland - Floodplain forest'",NA
"326","lc1_spec","'C31D'","'Spruce dominated mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"327","lc1_spec","'C31E'","'Spruce dominated mixed woodland - Exotic forest'",NA
"328","lc1_spec","'C321'","'Pine dominated mixed woodland - Boreal forest'",NA
"329","lc1_spec","'C322'","'Pine dominated mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"330","lc1_spec","'C323'","'Pine dominated mixed woodland - Alpine coniferous forest'",NA
"331","lc1_spec","'C324'","'Pine dominated mixed woodland - Acidophilous oak and oak-birch forest'",NA
"332","lc1_spec","'C325'","'Pine dominated mixed woodland - Mesophytic deciduous forest'",NA
"333","lc1_spec","'C326'","'Pine dominated mixed woodland - Beech forest'",NA
"334","lc1_spec","'C327'","'Pine dominated mixed woodland - Mountainous beech forest'",NA
"335","lc1_spec","'C328'","'Pine dominated mixed woodland - Thermophilous deciduous forest'",NA
"336","lc1_spec","'C329'","'Pine dominated mixed woodland - Broadleaved evergreen forest'",NA
"337","lc1_spec","'C32A'","'Pine dominated mixed woodland - Coniferous forest of the Mediterranean region'",NA
"338","lc1_spec","'C32B'","'Pine dominated mixed woodland - Mire and swamp forests'",NA
"339","lc1_spec","'C32C'","'Pine dominated mixed woodland - Floodplain forest'",NA
"340","lc1_spec","'C32D'","'Pine dominated mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"341","lc1_spec","'C32E'","'Pine dominated mixed woodland - Exotic forest'",NA
"342","lc1_spec","'C331'","'Other mixed woodland - Boreal forest'",NA
"343","lc1_spec","'C332'","'Other mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"344","lc1_spec","'C333'","'Other mixed woodland - Alpine coniferous forest'",NA
"345","lc1_spec","'C334'","'Other mixed woodland - Acidophilous oak and oak-birch forest'",NA
"346","lc1_spec","'C335'","'Other mixed woodland - Mesophytic deciduous forest'",NA
"347","lc1_spec","'C336'","'Other mixed woodland - Beech forest'",NA
"348","lc1_spec","'C337'","'Other mixed woodland - Mountainous beech forest'",NA
"349","lc1_spec","'C338'","'Other mixed woodland - Thermophilous deciduous forest'",NA
"350","lc1_spec","'C339'","'Other mixed woodland - Broadleaved evergreen forest'",NA
"351","lc1_spec","'C33A'","'Other mixed woodland - Coniferous forest of the Mediterranean region'",NA
"352","lc1_spec","'C33B'","'Other mixed woodland - Mire and swamp forests'",NA
"353","lc1_spec","'C33C'","'Other mixed woodland - Floodplain forest'",NA
"354","lc1_spec","'C33D'","'Other mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"355","lc1_spec","'C33E'","'Other mixed woodland - Exotic forest'",NA
"356","lc1_spec","'8'","'Not relevant'",NA
"357","lc2_spec","'B19A'","'Sorghum (Sorghum bicolor)'",NA
"358","lc2_spec","'B19B'","'Buckwheat (Fagopyrum esculentum Mill.)'",NA
"359","lc2_spec","'B19C'","'Common, golden or proso millet (Panicum miliaceum L.)'",NA
"360","lc2_spec","'B19D'","'Canary grass (Phalaris canariensis L.)'",NA
"361","lc2_spec","'B19F'","'Quinoa (Chenopodium quinoa)'",NA
"362","lc2_spec","'B19G'","'Fonio (Digitaria spp.)'",NA
"363","lc2_spec","'B19H'","'Other cereals not specified elsewhere'",NA
"364","lc2_spec","'B23A'","'Fodder beet (roots of Beta vulgaris)'",NA
"365","lc2_spec","'B23B'","'Fodder kale (Brassica oleracea L.)'",NA
"366","lc2_spec","'B23C'","'Swedes (Brassica napus L. var. napobrassica (L.) Robb.)'",NA
"367","lc2_spec","'B23D'","'Carrots (roots of Daucus carota L.)'",NA
"368","lc2_spec","'B23E'","'Turnips (roots of Brassica rapa L.)'",NA
"369","lc2_spec","'B23F'","'Jerusalem artichoke (Helianthus tuberosus L.)'",NA
"370","lc2_spec","'B23G'","'Sweet potatoes (Ipomoea batatas (L.) Lam.)'",NA
"371","lc2_spec","'B23H'","'Fodder parsnips (Pastinaca sativa L.)'",NA
"372","lc2_spec","'B23I'","'Yam (Discorea sp.)'",NA
"373","lc2_spec","'B23J'","'Manioc, Cassava (Manihot esculenta Crantz, syn. M. utilissima)'",NA
"374","lc2_spec","'B23K'","'Horseradish (Cochlearia armoracia)'",NA
"375","lc2_spec","'B23L'","'Tuberous chervil (Chaerophyllum bulbosum)'",NA
"376","lc2_spec","'B23M'","'Other tropical tubers'",NA
"377","lc2_spec","'B23N'","'Other root or tuber crops not specified elsewhere'",NA
"378","lc2_spec","'B35A'","'Flax (Linum usitatissimum straw)'",NA
"379","lc2_spec","'B35B'","'Hemp (Cannabis sativa straw)'",NA
"380","lc2_spec","'B35C'","'Poppy seeds (Papaver somniferum L.)'",NA
"381","lc2_spec","'B35D'","'Mustard seeds (Sinapis alba L., Sinapis nigra)'",NA
"382","lc2_spec","'B35E'","'Safflower (Carthamus tinctorius L.)'",NA
"383","lc2_spec","'B35F'","'Earth almond (Cyperus esculentus L.)'",NA
"384","lc2_spec","'B35G'","'Sesame (Sesamum indicum)'",NA
"385","lc2_spec","'B35H'","'Jute (Corchorus spp.)'",NA
"386","lc2_spec","'B35I'","'Ramie (Boehmeria nivea)'",NA
"387","lc2_spec","'B35J'","'Sisal (Agave sisalana)'",NA
"388","lc2_spec","'B35K'","'Kenaf (Hibiscus cannabinus)'",NA
"389","lc2_spec","'B35L'","'Bird rape (Brassica rapa var. silvestris)'",NA
"390","lc2_spec","'B35M'","'Castor beans (Ricinus communis)'",NA
"391","lc2_spec","'B35N'","'Other fibre and oleaginous crops not elsewhere specified'",NA
"392","lc2_spec","'B37A'","'Chicory roots (Cichorium intybus var. sativum)'",NA
