,var,code,label,whereClause
64,lc1,'H21','Salt marshes',NA
65,lc1,'H22','Salines and other chemical deposits',NA
66,lc1,'H23','Intertidal flats',NA
67,lc1,'8','Not relevant',NA
68,lc2,'A11','Buildings with 1 to 3 floors',NA
69,lc2,'A12','Buildings with more than 3 floors',NA
70,lc2,'A13','Greenhouses',NA
71,lc2,'A21','Non built-up area features',NA
72,lc2,'A22','Non built-up linear features',NA
73,lc2,'B11','Common wheat',NA
74,lc2,'B12','Durum wheat',NA
75,lc2,'B13','Barley',NA
76,lc2,'B14','Rye',NA
77,lc2,'B15','Oats',NA
78,lc2,'B16','Maize',NA
79,lc2,'B17','Rice',NA
80,lc2,'B18','Triticale',NA
81,lc2,'B19','Other cereals',NA
82,lc2,'B21','Potatoes',NA
83,lc2,'B22','Sugar beet',NA
84,lc2,'B23','Other root crops',NA
85,lc2,'B31','Sunflower',NA
86,lc2,'B32','Rape and turnip rape',NA
87,lc2,'B33','Soya',NA
88,lc2,'B34','Cotton',NA
89,lc2,'B35','Other fibre and oleaginous crops',NA
90,lc2,'B36','Tobacco',NA
91,lc2,'B37','Other non-permanent industrial crops',NA
92,lc2,'B41','Dry pulses',NA
93,lc2,'B42','Tomatoes',NA
94,lc2,'B43','Other fresh vegetables',NA
95,lc2,'B44','Floriculture and ornamental plants',NA
96,lc2,'B45','Strawberries',NA
97,lc2,'B51','Clovers',NA
98,lc2,'B52','Lucerne',NA
99,lc2,'B53','Other leguminous and mixtures for fodder',NA
100,lc2,'B54','Mixed cereals for fodder',NA
101,lc2,'B55','Temporary grasslands',NA
102,lc2,'B71','Apple fruit',NA
103,lc2,'B72','Pear fruit',NA
104,lc2,'B73','Cherry fruit',NA
105,lc2,'B74','Nuts trees',NA
106,lc2,'B75','Other fruit trees and berries',NA
107,lc2,'B76','Oranges',NA
108,lc2,'B77','Other citrus fruit',NA
109,lc2,'B81','Olive groves',NA
110,lc2,'B82','Vineyards',NA
111,lc2,'B83','Nurseries',NA
112,lc2,'B84','Permanent industrial crops',NA
113,lc2,'BX1','Arable land (only PI)',NA
114,lc2,'BX2','Permanent crops (only PI)',NA
115,lc2,'C10','Broadleaved woodland',NA
116,lc2,'C20','Coniferous woodland',NA
117,lc2,'C30','Mixed woodland',NA
118,lc2,'D10','Shrubland with sparse tree cover',NA
119,lc2,'D20','Shrubland without tree cover',NA
120,lc2,'E10','Grassland with sparse tree/shrub cover',NA
121,lc2,'E20','Grassland without tree/shrub cover',NA
122,lc2,'E30','Spontaneously vegetated surfaces',NA
123,lc2,'F00','Bare land',NA
124,lc2,'G10','Inland water bodies',NA
125,lc2,'G20','Inland running water',NA
126,lc2,'G30','Transitional water bodies',NA
127,lc2,'G50',"'Glaciers, permanent snow'",NA
128,lc2,'H11','Inland marshes',NA
129,lc2,'H12','Peatbogs',NA
130,lc2,'H21','Salt marshes',NA
131,lc2,'H22','Salines and other chemical deposits',NA
132,lc2,'H23','Intertidal flats',NA
133,lc2,'8','Not relevant',NA
134,lc1_spec,'B19A','Sorghum (Sorghum bicolor)',NA
135,lc1_spec,'B19B','Buckwheat (Fagopyrum esculentum Mill.)',NA
136,lc1_spec,'B19C',"'Common, golden or proso millet (Panicum miliaceum L.)'",NA
137,lc1_spec,'B19D','Canary grass (Phalaris canariensis L.)',NA
138,lc1_spec,'B19E','Corn-cob-mix (Zea mays L. harvested as humid grain)',NA
139,lc1_spec,'B19F','Quinoa (Chenopodium quinoa)',NA
140,lc1_spec,'B19G','Fonio (Digitaria spp.)',NA
141,lc1_spec,'B19H','Other cereals not specified elsewhere',NA
142,lc1_spec,'B23A','Fodder beet (roots of Beta vulgaris)',NA
143,lc1_spec,'B23B','Fodder kale (Brassica oleracea L.)',NA
144,lc1_spec,'B23C','Swedes (Brassica napus L. var. napobrassica (L.) Robb.)',NA
145,lc1_spec,'B23D','Carrots (roots of Daucus carota L.)',NA
146,lc1_spec,'B23E','Turnips (roots of Brassica rapa L.)',NA
147,lc1_spec,'B23F','Jerusalem artichoke (Helianthus tuberosus L.)',NA
148,lc1_spec,'B23G','Sweet potatoes (Ipomoea batatas (L.) Lam.)',NA
149,lc1_spec,'B23H','Fodder parsnips (Pastinaca sativa L.)',NA
150,lc1_spec,'B23I','Yam (Discorea sp.)',NA
151,lc1_spec,'B23J',"'Manioc, Cassava (Manihot esculenta Crantz, syn. M. utilissima)'",NA
152,lc1_spec,'B23K','Horseradish (Cochlearia armoracia)',NA
153,lc1_spec,'B23L','Tuberous chervil (Chaerophyllum bulbosum)',NA
154,lc1_spec,'B23M','Other tropical tubers',NA
155,lc1_spec,'B23N','Other root or tuber crops not specified elsewhere',NA
156,lc1_spec,'B35A','Flax (Linum usitatissimum straw)',NA
157,lc1_spec,'B35B','Hemp (Cannabis sativa straw)',NA
158,lc1_spec,'B35C','Poppy seeds (Papaver somniferum L.)',NA
159,lc1_spec,'B35D',"'Mustard seeds (Sinapis alba L., Sinapis nigra)'",NA
160,lc1_spec,'B35E','Safflower (Carthamus tinctorius L.)',NA
161,lc1_spec,'B35F','Earth almond (Cyperus esculentus L.)',NA
162,lc1_spec,'B35G','Sesame (Sesamum indicum)',NA
163,lc1_spec,'B35H','Jute (Corchorus spp.)',NA
164,lc1_spec,'B35I','Ramie (Boehmeria nivea)',NA
165,lc1_spec,'B35J','Sisal (Agave sisalana)',NA
166,lc1_spec,'B35K','Kenaf (Hibiscus cannabinus)',NA
167,lc1_spec,'B35L','Bird rape (Brassica rapa var. silvestris)',NA
168,lc1_spec,'B35M','Castor beans (Ricinus communis)',NA
169,lc1_spec,'B35N','Other fibre and oleaginous crops not elsewhere specified',NA
170,lc1_spec,'B37A','Chicory roots (Cichorium intybus var. sativum)',NA
171,lc1_spec,'B37B','Hops (Humulus lupulus)',NA
172,lc1_spec,'B37C','Medicinal plants (see C3)',NA
173,lc1_spec,'B37D','Spices and aromatic plants (see C3)',NA
174,lc1_spec,'B37E','Sugar cane (Saccharum officinarum)',NA
175,lc1_spec,'B37F','Other non permanent industrial crops not specified elsewhere',NA
176,lc1_spec,'B43A','Brassicas',NA
177,lc1_spec,'B43B','Leaf and stalked vegetables other than brassicas (see C3)',NA
178,lc1_spec,'B43C',"'Leguminous vegetables, incl. production for tins'",NA
179,lc1_spec,'B43D','roots-bulbs-tubers',NA
180,lc1_spec,'B43E','Vegetables cultivated for fruit other than tomatoes',NA
181,lc1_spec,'B43F','Cultivated mushrooms',NA
182,lc1_spec,'B43G',"'Wild products (e.g.truffle, water chesnut)'",NA
183,lc1_spec,'B43H','Other fresh vegetables not specified elsewhere',NA
184,lc1_spec,'B53A','Sainfoin (Onobrychis viciifolia Scop.)',NA
185,lc1_spec,'B53B','Sweet clover or Trefoil (Lotus corniculatus L.)',NA
186,lc1_spec,'B53C','Chickling vetch (Lathyrus sativus)',NA
187,lc1_spec,'B53D','Black medick (Medicago lupulina L.)',NA
188,lc1_spec,'B53E','Melilot (Melilotus alba Lam.)',NA
189,lc1_spec,'B53F','Serradella (Ornithopus sativus)',NA
190,lc1_spec,'B53G','Fenugreek (Trigonella foenum-graecum)',NA
191,lc1_spec,'B53H','Sulla (Hedysarium coronarium)',NA
192,lc1_spec,'B53I',"'Sweet lupins (Lupinus albus, Lupinus angustifolius, Lupinus luteus)'",NA
193,lc1_spec,'B53J','California bluebell (Phacelia tanacetifolia)',NA
194,lc1_spec,'B53K','Other leguminous and mixtures for foddernot specified elsewhere',NA
195,lc1_spec,'B75A','Apricot (Prunus armeniaca)',NA
196,lc1_spec,'B75B','Cornel (Cornus mas)',NA
197,lc1_spec,'B75C','Figs (Ficus carica)',NA
198,lc1_spec,'B75D','Juneberry (Amelanchier vulgaris)',NA
199,lc1_spec,'B75E','Kiwi (Actinidia chinensis)',NA
200,lc1_spec,'B75F','Loquat (Eriobotrya japonica)',NA
201,lc1_spec,'B75G','Medlar (Mespilus germanica)',NA
202,lc1_spec,'B75H','Mirabellas (Prunus insititia var. syriaca)',NA
203,lc1_spec,'B75I',"'Peach, nectarine and platerine (Prunus persica; Amygdalus persica;Persica laevis)'",NA
204,lc1_spec,'B75J','Persimons (Diospyros kaki)',NA
205,lc1_spec,'B75K','Plums (Prunus domestica)',NA
206,lc1_spec,'B75L','Pomegranates (Punica granatum)',NA
207,lc1_spec,'B75M','Oleaster (Eleagnus sp.)',NA
208,lc1_spec,'B75N','Quinces (Cydonia oblonga)',NA
209,lc1_spec,'B75O','Sloes (Prunus spinosa)',NA
210,lc1_spec,'B75P','Small fruits and berries (see C3)',NA
211,lc1_spec,'B75Q','Tropical fruits (see C3)',NA
212,lc1_spec,'B75R','Other fruit trees and berries not specified elsewhere',NA
213,lc1_spec,'B77A','Bergamot (Citrus bergamia)',NA
214,lc1_spec,'B77B','Citron (Citrus. medica var. cedrata)',NA
215,lc1_spec,'B77C',"'Grapefruit and pomelo (Citrus maxima, C. grandis, C. paradisea)'",NA
216,lc1_spec,'B77D','Lemons (Citrus limon)',NA
217,lc1_spec,'B77E',"'Limes (Citrus aurantifolia, Citrus limetta)'",NA
218,lc1_spec,'B77F','Satsumas (Citrus unshiu)',NA
219,lc1_spec,'B77G',"'Mandarines (Citrus deliciosa, C. nobilis)'",NA
220,lc1_spec,'B77H','Clementines (C. clementina)',NA
221,lc1_spec,'B77I','Kumquats (Fortunella spp.)',NA
222,lc1_spec,'B77J','Citrus orchards',NA
223,lc1_spec,'B77K','Other citrus fruit not specified elsewhere',NA
224,lc1_spec,'B83A','Horticultural nurseries',NA
225,lc1_spec,'B83B','Vine and root-stock nurseries',NA
226,lc1_spec,'B83C','Fruit trees nurseries',NA
227,lc1_spec,'B83D','Ornamental plants nurseries',NA
228,lc1_spec,'B83E','Trees and bushes nurseries',NA
229,lc1_spec,'B83F','Forest tree nurseries',NA
230,lc1_spec,'B83G',"'Other, non-specialized nurseries'",NA
231,lc1_spec,'B84A','Reeds (when cultivated and not natural)',NA
232,lc1_spec,'B84B',"'Other plants for plaiting (osier, rushes, rattans)'",NA
233,lc1_spec,'B84C','Coffee',NA
234,lc1_spec,'B84D','Tea',NA
235,lc1_spec,'B84E',"'Other industrial plants for beverages (cocoa, mate)'",NA
236,lc1_spec,'B84F',"'Industrial plants for oil (coconut, palm)'",NA
237,lc1_spec,'B84G','Permanent aromatic plants (see doc. C3)',NA
238,lc1_spec,'B84H',"'Permanent textile plants (abaca, agave, kapok, etc.)'",NA
239,lc1_spec,'B84I','Plants for rubber and tanin (see doc. C3)',NA
240,lc1_spec,'B84J','Rose trees cultivated for rose-oil production (not as ornamental plants)',NA
241,lc1_spec,'B84K','Other permanent industrial crops (see doc. C3)',NA
242,lc1_spec,'B84L','Miscanthus',NA
243,lc1_spec,'B84M','Willow',NA
244,lc1_spec,'C101','Broadleaved woodland - Boreal forest',NA
245,lc1_spec,'C102','Broadleaved woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest',NA
246,lc1_spec,'C103','Broadleaved woodland - Alpine coniferous forest',NA
247,lc1_spec,'C104','Broadleaved woodland - Acidophilous oak and oak-birch forest',NA
248,lc1_spec,'C105','Broadleaved woodland - Mesophytic deciduous forest',NA
249,lc1_spec,'C106','Broadleaved woodland - Beech forest',NA
250,lc1_spec,'C107','Broadleaved woodland - Mountainous beech forest',NA
251,lc1_spec,'C108','Broadleaved woodland - Thermophilous deciduous forest',NA
252,lc1_spec,'C109','Broadleaved woodland - Broadleaved evergreen forest',NA
253,lc1_spec,'C10A','Broadleaved woodland - Coniferous forest of the Mediterranean region',NA
254,lc1_spec,'C10B','Broadleaved woodland - Mire and swamp forests',NA
255,lc1_spec,'C10C','Broadleaved woodland - Floodplain forest',NA
256,lc1_spec,'C10D',"'Broadleaved woodland - Non-riverine alder, birch or aspen forest'",NA
257,lc1_spec,'C10E','Broadleaved woodland - Exotic forest',NA
258,lc1_spec,'C10Z','Broadleaved woodland - Unknown',NA
259,lc1_spec,'C11','Broadleaved and evergreen woodland - Boreal forest',NA
260,lc1_spec,'C12','Broadleaved and evergreen woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest',NA
261,lc1_spec,'C13','Broadleaved and evergreen woodland - Alpine coniferous forest',NA
262,lc1_spec,'C14','Broadleaved and evergreen woodland - Acidophilous oak and oak-birch forest',NA
263,lc1_spec,'C15','Broadleaved and evergreen woodland - Mesophytic deciduous forest',NA
264,lc1_spec,'C16','Broadleaved and evergreen woodland - Beech forest',NA
265,lc1_spec,'C17','Broadleaved and evergreen woodland - Mountainous beech forest',NA
266,lc1_spec,'C18','Broadleaved and evergreen woodland - Thermophilous deciduous forest',NA
267,lc1_spec,'C19','Broadleaved and evergreen woodland - Broadleaved evergreen forest',NA
268,lc1_spec,'C1A','Broadleaved and evergreen woodland - Coniferous forest of the Mediterranean region',NA
269,lc1_spec,'C1B','Broadleaved and evergreen woodland - Mire and swamp forests',NA
270,lc1_spec,'C1C','Broadleaved and evergreen woodland - Floodplain forest',NA
271,lc1_spec,'C1D',"'Broadleaved and evergreen woodland - Non-riverine alder, birch or aspen forest'",NA
272,lc1_spec,'C1E','Broadleaved and evergreen woodland - Plantations and self-sown exotic forest',NA
273,lc1_spec,'C21','Coniferous woodland - Boreal forest',NA
274,lc1_spec,'C21E','Spruce dominated coniferous woodland - Exotic forest',NA
275,lc1_spec,'C22','Coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest',NA
276,lc1_spec,'C23','Coniferous woodland - Alpine coniferous forest',NA
277,lc1_spec,'C24','Coniferous woodland - Acidophilous oak and oak-birch forest',NA
278,lc1_spec,'C25','Coniferous woodland - Mesophytic deciduous forest',NA
279,lc1_spec,'C26','Coniferous woodland - Beech forest',NA
280,lc1_spec,'C27','Coniferous woodland - Mountainous beech forest',NA
281,lc1_spec,'C28','Coniferous woodland - Thermophilous deciduous forest',NA
282,lc1_spec,'C29','Coniferous woodland - Broadleaved evergreen forest',NA
283,lc1_spec,'C2A','Coniferous woodland - Coniferous forest of the Mediterranean region',NA
284,lc1_spec,'C2B','Coniferous woodland - Mire and swamp forests',NA
285,lc1_spec,'C2C','Coniferous woodland - Floodplain forest',NA
286,lc1_spec,'C2D',"'Coniferous woodland - Non-riverine alder, birch or aspen forest'",NA
287,lc1_spec,'C2E','Coniferous woodland - Plantations and self-sown exotic forest',NA
288,lc1_spec,'C31','Mixed woodland - Boreal forest',NA
289,lc1_spec,'C31A','Spruce dominated mixed woodland - Coniferous forest of the Mediterranean region',NA
290,lc1_spec,'C32','Mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest',NA
291,lc1_spec,'C321','Pine dominated mixed woodland - Boreal forest',NA
292,lc1_spec,'C325','Pine dominated mixed woodland - Mesophytic deciduous forest',NA
293,lc1_spec,'C32A','Pine dominated mixed woodland - Coniferous forest of the Mediterranean region',NA
294,lc1_spec,'C33','Mixed woodland - Alpine coniferous forest',NA
295,lc1_spec,'C34','Mixed woodland - Acidophilous oak and oak-birch forest',NA
296,lc1_spec,'C35','Mixed woodland - Mesophytic deciduous forest',NA
297,lc1_spec,'C36','Mixed woodland - Beech forest',NA
298,lc1_spec,'C37','Mixed woodland - Mountainous beech forest',NA
299,lc1_spec,'C38','Mixed woodland - Thermophilous deciduous forest',NA
300,lc1_spec,'C39','Mixed woodland - Broadleaved evergreen forest',NA
301,lc1_spec,'C3A','Mixed woodland - Coniferous forest of the Mediterranean region',NA
302,lc1_spec,'C3B','Mixed woodland - Mire and swamp forests',NA
303,lc1_spec,'C3C','Mixed woodland - Floodplain forest',NA
304,lc1_spec,'C3D',"'Mixed woodland - Non-riverine alder, birch or aspen forest'",NA
305,lc1_spec,'C3E','Mixed woodland - Plantations and self-sown exotic forest',NA
306,lc1_spec,'X','Photo-Interpreted',NA
307,lc1_spec,'8','Not relevant',NA
308,lc2_spec,'B19A','Sorghum (Sorghum bicolor)',NA
309,lc2_spec,'B19B','Buckwheat (Fagopyrum esculentum Mill.)',NA
310,lc2_spec,'B19C',"'Common, golden or proso millet (Panicum miliaceum L.)'",NA
311,lc2_spec,'B19D','Canary grass (Phalaris canariensis L.)',NA
312,lc2_spec,'B19E','Corn-cob-mix (Zea mays L. harvested as humid grain)',NA
313,lc2_spec,'B19F','Quinoa (Chenopodium quinoa)',NA
314,lc2_spec,'B19G','Fonio (Digitaria spp.)',NA
315,lc2_spec,'B19H','Other cereals not specified elsewhere',NA
316,lc2_spec,'B23A','Fodder beet (roots of Beta vulgaris)',NA
317,lc2_spec,'B23B','Fodder kale (Brassica oleracea L.)',NA
318,lc2_spec,'B23C','Swedes (Brassica napus L. var. napobrassica (L.) Robb.)',NA
319,lc2_spec,'B23D','Carrots (roots of Daucus carota L.)',NA
320,lc2_spec,'B23E','Turnips (roots of Brassica rapa L.)',NA
321,lc2_spec,'B23F','Jerusalem artichoke (Helianthus tuberosus L.)',NA
322,lc2_spec,'B23G','Sweet potatoes (Ipomoea batatas (L.) Lam.)',NA
323,lc2_spec,'B23H','Fodder parsnips (Pastinaca sativa L.)',NA
324,lc2_spec,'B23I','Yam (Discorea sp.)',NA
325,lc2_spec,'B23J',"'Manioc, Cassava (Manihot esculenta Crantz, syn. M. utilissima)'",NA
326,lc2_spec,'B23K','Horseradish (Cochlearia armoracia)',NA
327,lc2_spec,'B23L','Tuberous chervil (Chaerophyllum bulbosum)',NA
328,lc2_spec,'B23M','Other tropical tubers',NA
329,lc2_spec,'B23N','Other root or tuber crops not specified elsewhere',NA
330,lc2_spec,'B35A','Flax (Linum usitatissimum straw)',NA
331,lc2_spec,'B35B','Hemp (Cannabis sativa straw)',NA
332,lc2_spec,'B35C','Poppy seeds (Papaver somniferum L.)',NA
333,lc2_spec,'B35D',"'Mustard seeds (Sinapis alba L., Sinapis nigra)'",NA
334,lc2_spec,'B35E','Safflower (Carthamus tinctorius L.)',NA
335,lc2_spec,'B35F','Earth almond (Cyperus esculentus L.)',NA
336,lc2_spec,'B35G','Sesame (Sesamum indicum)',NA
337,lc2_spec,'B35H','Jute (Corchorus spp.)',NA
338,lc2_spec,'B35I','Ramie (Boehmeria nivea)',NA
339,lc2_spec,'B35J','Sisal (Agave sisalana)',NA
340,lc2_spec,'B35K','Kenaf (Hibiscus cannabinus)',NA
341,lc2_spec,'B35L','Bird rape (Brassica rapa var. silvestris)',NA
342,lc2_spec,'B35M','Castor beans (Ricinus communis)',NA
343,lc2_spec,'B35N','Other fibre and oleaginous crops not elsewhere specified',NA
344,lc2_spec,'B37A','Chicory roots (Cichorium intybus var. sativum)',NA
345,lc2_spec,'B37B','Hops (Humulus lupulus)',NA
346,lc2_spec,'B37C','Medicinal plants (see C3)',NA
347,lc2_spec,'B37D','Spices and aromatic plants (see C3)',NA
348,lc2_spec,'B37E','Sugar cane (Saccharum officinarum)',NA
349,lc2_spec,'B37F','Other non permanent industrial crops not specified elsewhere',NA
350,lc2_spec,'B43A','Brassicas',NA
351,lc2_spec,'B43B','Leaf and stalked vegetables other than brassicas (see C3)',NA
352,lc2_spec,'B43C',"'Leguminous vegetables, incl. production for tins'",NA
353,lc2_spec,'B43D','roots-bulbs-tubers',NA
354,lc2_spec,'B43E','Vegetables cultivated for fruit other than tomatoes',NA
355,lc2_spec,'B43F','Cultivated mushrooms',NA
356,lc2_spec,'B43G',"'Wild products (e.g.truffle, water chesnut)'",NA
357,lc2_spec,'B43H','Other fresh vegetables not specified elsewhere',NA
358,lc2_spec,'B53A','Sainfoin (Onobrychis viciifolia Scop.)',NA
359,lc2_spec,'B53B','Sweet clover or Trefoil (Lotus corniculatus L.)',NA
360,lc2_spec,'B53C','Chickling vetch (Lathyrus sativus)',NA
361,lc2_spec,'B53D','Black medick (Medicago lupulina L.)',NA
362,lc2_spec,'B53E','Melilot (Melilotus alba Lam.)',NA
363,lc2_spec,'B53F','Serradella (Ornithopus sativus)',NA
364,lc2_spec,'B53G','Fenugreek (Trigonella foenum-graecum)',NA
365,lc2_spec,'B53H','Sulla (Hedysarium coronarium)',NA
366,lc2_spec,'B53I',"'Sweet lupins (Lupinus albus, Lupinus angustifolius, Lupinus luteus)'",NA
367,lc2_spec,'B53J','California bluebell (Phacelia tanacetifolia)',NA
368,lc2_spec,'B53K','Other leguminous and mixtures for foddernot specified elsewhere',NA
369,lc2_spec,'B75A','Apricot (Prunus armeniaca)',NA
370,lc2_spec,'B75B','Cornel (Cornus mas)',NA
371,lc2_spec,'B75C','Figs (Ficus carica)',NA
372,lc2_spec,'B75D','Juneberry (Amelanchier vulgaris)',NA
373,lc2_spec,'B75E','Kiwi (Actinidia chinensis)',NA
374,lc2_spec,'B75F','Loquat (Eriobotrya japonica)',NA
375,lc2_spec,'B75G','Medlar (Mespilus germanica)',NA
376,lc2_spec,'B75H','Mirabellas (Prunus insititia var. syriaca)',NA
377,lc2_spec,'B75I',"'Peach, nectarine and platerine (Prunus persica; Amygdalus persica;Persica laevis)'",NA
378,lc2_spec,'B75J','Persimons (Diospyros kaki)',NA
379,lc2_spec,'B75K','Plums (Prunus domestica)',NA
380,lc2_spec,'B75L','Pomegranates (Punica granatum)',NA
381,lc2_spec,'B75M','Oleaster (Eleagnus sp.)',NA
382,lc2_spec,'B75N','Quinces (Cydonia oblonga)',NA
383,lc2_spec,'B75O','Sloes (Prunus spinosa)',NA
384,lc2_spec,'B75P','Small fruits and berries (see C3)',NA
385,lc2_spec,'B75Q','Tropical fruits (see C3)',NA
386,lc2_spec,'B75R','Other fruit trees and berries not specified elsewhere',NA
387,lc2_spec,'B77A','Bergamot (Citrus bergamia)',NA
388,lc2_spec,'B77B','Citron (Citrus. medica var. cedrata)',NA
389,lc2_spec,'B77C',"'Grapefruit and pomelo (Citrus maxima, C. grandis, C. paradisea)'",NA
390,lc2_spec,'B77D','Lemons (Citrus limon)',NA
391,lc2_spec,'B77E',"'Limes (Citrus aurantifolia, Citrus limetta)'",NA
392,lc2_spec,'B77F','Satsumas (Citrus unshiu)',NA
393,lc2_spec,'B77G',"'Mandarines (Citrus deliciosa, C. nobilis)'",NA
394,lc2_spec,'B77H','Clementines (C. clementina)',NA
395,lc2_spec,'B77I','Kumquats (Fortunella spp.)',NA
396,lc2_spec,'B77J','Citrus orchards',NA
397,lc2_spec,'B77K','Other citrus fruit not specified elsewhere',NA
398,lc2_spec,'B83A','Horticultural nurseries',NA
399,lc2_spec,'B83B','Vine and root-stock nurseries',NA
400,lc2_spec,'B83C','Fruit trees nurseries',NA
401,lc2_spec,'B83D','Ornamental plants nurseries',NA
402,lc2_spec,'B83E','Trees and bushes nurseries',NA
403,lc2_spec,'B83F','Forest tree nurseries',NA
404,lc2_spec,'B83G',"'Other, non-specialized nurseries'",NA
405,lc2_spec,'B84A','Reeds (when cultivated and not natural)',NA
406,lc2_spec,'B84B',"'Other plants for plaiting (osier, rushes, rattans)'",NA
407,lc2_spec,'B84C','Coffee',NA
408,lc2_spec,'B84D','Tea',NA
409,lc2_spec,'B84E',"'Other industrial plants for beverages (cocoa, mate)'",NA
410,lc2_spec,'B84F',"'Industrial plants for oil (coconut, palm)'",NA
411,lc2_spec,'B84G','Permanent aromatic plants (see doc. C3)',NA
412,lc2_spec,'B84H',"'Permanent textile plants (abaca, agave, kapok, etc.)'",NA
413,lc2_spec,'B84I','Plants for rubber and tanin (see doc. C3)',NA
414,lc2_spec,'B84J','Rose trees cultivated for rose-oil production (not as ornamental plants)',NA
415,lc2_spec,'B84K','Other permanent industrial crops (see doc. C3)',NA
416,lc2_spec,'B84L','Miscanthus',NA
417,lc2_spec,'B84M','Willow',NA
418,lc2_spec,'C11','Broadleaved and evergreen woodland - Boreal forest',NA
419,lc2_spec,'C101','Broadleaved woodland - Boreal forest',NA
420,lc2_spec,'C102','Broadleaved woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest',NA
421,lc2_spec,'C103','Broadleaved woodland - Alpine coniferous forest',NA
422,lc2_spec,'C104','Broadleaved woodland - Acidophilous oak and oak-birch forest',NA
423,lc2_spec,'C105','Broadleaved woodland - Mesophytic deciduous forest',NA
424,lc2_spec,'C106','Broadleaved woodland - Beech forest',NA
425,lc2_spec,'C107','Broadleaved woodland - Mountainous beech forest',NA
426,lc2_spec,'C108','Broadleaved woodland - Thermophilous deciduous forest',NA
427,lc2_spec,'C109','Broadleaved woodland - Broadleaved evergreen forest',NA
428,lc2_spec,'C10A','Broadleaved woodland - Coniferous forest of the Mediterranean region',NA
429,lc2_spec,'C10B','Broadleaved woodland - Mire and swamp forests',NA
430,lc2_spec,'C10C','Broadleaved woodland - Floodplain forest',NA
431,lc2_spec,'C10D',"'Broadleaved woodland - Non-riverine alder, birch or aspen forest'",NA
432,lc2_spec,'C10E','Broadleaved woodland - Exotic forest',NA
433,lc2_spec,'C10Z','Broadleaved woodland - Unknown',NA
434,lc2_spec,'C12','Broadleaved and evergreen woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest',NA
435,lc2_spec,'C13','Broadleaved and evergreen woodland - Alpine coniferous forest',NA
